"W.L" "Date" "PF" "Opponent" "PA" "Bowl" "Other" "Month" "Day" "Year" "Team" "offName"
"L" "12-29-2005" 10 "Utah" 38 "Emerald Bowl" 1 12 29 2005 "Georgia Tech" "Georgia Institute of Technology"
"L" "01-01-2007" 35 "West Virginia" 38 "Gator Bowl" 1 1 1 2007 "Georgia Tech" "Georgia Institute of Technology"
"L" "12-31-2007" 28 "Fresno St. (CA)" 40 "Humanitarian Bowl" 1 12 31 2007 "Georgia Tech" "Georgia Institute of Technology"
"L" "12-31-2008" 3 "Louisiana St." 38 "Peach Bowl" 1 12 31 2008 "Georgia Tech" "Georgia Institute of Technology"
"L" "01-05-2010" 14 "Iowa" 24 "Orange Bowl" 1 1 5 2010 "Georgia Tech" "Georgia Institute of Technology"
"L" "12-27-2010" 7 "Air Force (CO)" 14 "Independence Bowl" 1 12 27 2010 "Georgia Tech" "Georgia Institute of Technology"
"L" "12-31-2011" 27 "Utah" 30 "Sun Bowl" 1 12 31 2011 "Georgia Tech" "Georgia Institute of Technology"
"L" "12-25-1989" 13 "Michigan St." 33 "Aloha Bowl" 0 12 25 1989 "Hawaii" "University of Hawaii at Manoa"
"W" "12-30-1992" 27 "Illinois" 17 "Holiday Bowl (1)" 0 12 30 1992 "Hawaii" "University of Hawaii at Manoa"
"W" "12-25-1999" 23 "Oregon St." 17 "Oahu Classic" 0 12 25 1999 "Hawaii" "University of Hawaii at Manoa"
"L" "12-25-2002" 28 "Tulane (LA)" 36 "Hawaii Bowl" 0 12 25 2002 "Hawaii" "University of Hawaii at Manoa"
"W" "12-25-2003" 54 "Houston (TX)" 48 "Hawaii Bowl" 0 12 25 2003 "Hawaii" "University of Hawaii at Manoa"
"W" "12-24-2004" 59 "Alabama-Birmingham" 40 "Hawaii Bowl" 0 12 24 2004 "Hawaii" "University of Hawaii at Manoa"
"W" "12-24-2006" 41 "Arizona St." 24 "Hawaii Bowl" 0 12 24 2006 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-2008" 10 "Georgia" 41 "Sugar Bowl" 0 1 1 2008 "Hawaii" "University of Hawaii at Manoa"
"L" "12-24-2008" 21 "Notre Dame (IN)" 49 "Hawaii Bowl" 0 12 24 2008 "Hawaii" "University of Hawaii at Manoa"
"L" "12-24-2010" 35 "Tulsa (OK)" 62 "Hawaii Bowl" 0 12 24 2010 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1934" 7 "Santa Clara (CA)" 26 "New Year's Classic" 1 1 1 1934 "Hawaii" "University of Hawaii at Manoa"
"W" "01-01-1935" 14 "California" 0 "New Year's Classic" 1 1 1 1935 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1936" 6 "Southern California" 38 "Poi Bowl" 1 1 1 1936 "Hawaii" "University of Hawaii at Manoa"
"W" "01-02-1937" 18 "Honolulu All-Stars (HI)" 12 "Poi Bowl" 1 1 2 1937 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1938" 13 "Washington" 53 "Poi Bowl" 1 1 1 1938 "Hawaii" "University of Hawaii at Manoa"
"L" "01-02-1939" 7 "UCLA" 32 "Poi Bowl" 1 1 2 1939 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1940" 6 "Oregon St." 39 "Pineapple Bowl" 1 1 1 1940 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1941" 0 "Fresno St. (CA)" 3 "Pineapple Bowl" 1 1 1 1941 "Hawaii" "University of Hawaii at Manoa"
"W" "01-01-1947" 19 "Utah" 16 "Pineapple Bowl" 1 1 1 1947 "Hawaii" "University of Hawaii at Manoa"
"W" "12-06-1947" 27 "Fresno St. (CA)" 13 "Aloha Bowl" 1 12 6 1947 "Hawaii" "University of Hawaii at Manoa"
"W" "01-01-1948" 33 "Redlands (CA)" 32 "Pineapple Bowl" 1 1 1 1948 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1949" 27 "Oregon St." 47 "Pineapple Bowl" 1 1 1 1949 "Hawaii" "University of Hawaii at Manoa"
"L" "01-02-1950" 20 "Stanford (CA)" 74 "Pineapple Bowl" 1 1 2 1950 "Hawaii" "University of Hawaii at Manoa"
"W" "01-01-1951" 28 "Denver (CO)" 27 "Pineapple Bowl" 1 1 1 1951 "Hawaii" "University of Hawaii at Manoa"
"L" "01-01-1952" 13 "San Diego St. (CA)" 34 "Honolulu Stadium - Pineapple Bowl" 1 1 1 1952 "Hawaii" "University of Hawaii at Manoa"
"W" "01-01-1952" 26 "Dayton (OH)" 21 "Salad Bowl" 0 1 1 1952 "Houston (TX)" "University of Houston"
"W" "12-31-1969" 36 "Auburn (AL)" 7 "Bluebonnet Bowl" 0 12 31 1969 "Houston (TX)" "University of Houston"
"L" "12-31-1971" 17 "Colorado" 29 "Bluebonnet Bowl" 0 12 31 1971 "Houston (TX)" "University of Houston"
"W" "12-29-1973" 47 "Tulane (LA)" 7 "Bluebonnet Bowl" 0 12 29 1973 "Houston (TX)" "University of Houston"
"T" "12-23-1974" 31 "North Carolina St." 31 "Bluebonnet Bowl" 0 12 23 1974 "Houston (TX)" "University of Houston"
"W" "01-01-1977" 30 "Maryland" 21 "Cotton Bowl" 0 1 1 1977 "Houston (TX)" "University of Houston"
"L" "01-01-1979" 34 "Notre Dame (IN)" 35 "Cotton Bowl" 0 1 1 1979 "Houston (TX)" "University of Houston"
"W" "01-01-1980" 17 "Nebraska" 14 "Cotton Bowl" 0 1 1 1980 "Houston (TX)" "University of Houston"
"W" "12-14-1980" 35 "Navy (MD)" 0 "Garden State Bowl" 0 12 14 1980 "Houston (TX)" "University of Houston"
"L" "12-26-1981" 14 "Oklahoma" 40 "Sun Bowl" 0 12 26 1981 "Houston (TX)" "University of Houston"
"L" "01-01-1985" 28 "Boston College (MA)" 45 "Cotton Bowl" 0 1 1 1985 "Houston (TX)" "University of Houston"
"L" "12-25-1988" 22 "Washington St." 24 "Aloha Bowl" 0 12 25 1988 "Houston (TX)" "University of Houston"
"L" "12-27-1996" 17 "Syracuse (NY)" 30 "Liberty Bowl" 0 12 27 1996 "Houston (TX)" "University of Houston"
"L" "12-25-2003" 48 "Hawaii" 54 "Hawaii Bowl" 0 12 25 2003 "Houston (TX)" "University of Houston"
"L" "12-23-2005" 13 "Kansas" 42 "Fort Worth Bowl" 0 12 23 2005 "Houston (TX)" "University of Houston"
"L" "12-29-2006" 36 "South Carolina" 44 "Liberty Bowl" 0 12 29 2006 "Houston (TX)" "University of Houston"
"L" "12-28-2007" 13 "Texas Christian" 20 "Texas Bowl" 0 12 28 2007 "Houston (TX)" "University of Houston"
"W" "12-31-2008" 34 "Air Force (CO)" 28 "Armed Forces Bowl" 0 12 31 2008 "Houston (TX)" "University of Houston"
"L" "12-31-2009" 20 "Air Force (CO)" 47 "Armed Forces Bowl" 0 12 31 2009 "Houston (TX)" "University of Houston"
"W" "01-02-2012" 30 "Penn St." 14 "TicketCity Bowl" 0 1 2 2012 "Houston (TX)" "University of Houston"
"W" "12-22-1962" 49 "Miami (OH)" 21 "Tangerine Bowl" 1 12 22 1962 "Houston (TX)" "University of Houston"
"L" "11-26-1983" 12 "Southern Methodist (TX)" 34 "Mirage Bowl" 1 11 26 1983 "Houston (TX)" "University of Houston"
"W" "12-02-1990" 62 "Arizona St." 45 "Coco-Cola Classic" 1 12 2 1990 "Houston (TX)" "University of Houston"
"W" "12-30-1998" 42 "Southern Mississippi" 35 "Humanitarian Bowl" 1 12 30 1998 "Idaho" "University of Idaho"
"W" "12-30-2009" 43 "Bowling Green (OH)" 42 "Humanitarian Bowl" 1 12 30 2009 "Idaho" "University of Idaho"
"W" "01-01-1947" 45 "UCLA" 14 "Rose Bowl" 1 1 1 1947 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "01-01-1952" 40 "Stanford (CA)" 7 "Rose Bowl" 1 1 1 1952 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "01-01-1964" 17 "Washington" 7 "Rose Bowl" 1 1 1 1964 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "12-29-1982" 15 "Alabama" 21 "Liberty Bowl" 1 12 29 1982 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "01-02-1984" 9 "UCLA" 45 "Rose Bowl" 1 1 2 1984 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "12-31-1985" 29 "Army (NY)" 31 "Peach Bowl" 1 12 31 1985 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "12-29-1988" 10 "Florida" 14 "All-American Bowl (2)" 1 12 29 1988 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "01-01-1990" 31 "Virginia" 21 "Florida Citrus Bowl" 1 1 1 1990 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "01-01-1991" 0 "Clemson (SC)" 30 "Hall of Fame Bowl" 1 1 1 1991 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "12-31-1991" 3 "UCLA" 6 "Sun Bowl" 1 12 31 1991 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "12-30-1992" 17 "Hawaii" 27 "Holiday Bowl (1)" 1 12 30 1992 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "12-31-1994" 30 "East Carolina (NC)" 0 "Liberty Bowl" 1 12 31 1994 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "12-30-1999" 63 "Virginia" 21 "Micron PC Bowl" 1 12 30 1999 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "01-01-2002" 34 "Louisiana St." 47 "Sugar Bowl" 1 1 1 2002 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "01-01-2008" 17 "Southern California" 49 "Rose Bowl" 1 1 1 2008 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "12-29-2010" 38 "Baylor (TX)" 14 "Texas Bowl" 1 12 29 2010 "Illinois" "University of Illinois at Urbana-Champaign"
"W" "12-31-2011" 20 "UCLA" 14 "Kraft Fight Hunger Bowl" 1 12 31 2011 "Illinois" "University of Illinois at Urbana-Champaign"
"L" "01-01-1968" 3 "Southern California" 14 "Rose Bowl" 1 1 1 1968 "Indiana" "Indiana University Bloomington"
"W" "12-21-1979" 38 "Brigham Young (UT)" 37 "Holiday Bowl (1)" 1 12 21 1979 "Indiana" "Indiana University Bloomington"
"L" "12-31-1986" 13 "Florida St." 27 "All-American Bowl (2)" 1 12 31 1986 "Indiana" "Indiana University Bloomington"
"L" "01-02-1988" 22 "Tennessee" 27 "Peach Bowl" 1 1 2 1988 "Indiana" "Indiana University Bloomington"
"W" "12-28-1988" 34 "South Carolina" 10 "Liberty Bowl" 1 12 28 1988 "Indiana" "Indiana University Bloomington"
"L" "12-29-1990" 23 "Auburn (AL)" 27 "Peach Bowl" 1 12 29 1990 "Indiana" "Indiana University Bloomington"
"W" "12-31-1991" 24 "Baylor (TX)" 0 "Copper Bowl" 1 12 31 1991 "Indiana" "Indiana University Bloomington"
"L" "12-31-1993" 20 "Virginia Tech" 45 "Independence Bowl" 1 12 31 1993 "Indiana" "Indiana University Bloomington"
"L" "12-31-2007" 33 "Oklahoma St." 49 "Insight Bowl" 1 12 31 2007 "Indiana" "Indiana University Bloomington"
"W" "01-01-1957" 35 "Oregon St." 19 "Rose Bowl" 1 1 1 1957 "Iowa" "University of Iowa"
"W" "01-01-1959" 38 "California" 12 "Rose Bowl" 1 1 1 1959 "Iowa" "University of Iowa"
"L" "01-01-1982" 0 "Washington" 28 "Rose Bowl" 1 1 1 1982 "Iowa" "University of Iowa"
"W" "12-31-1982" 28 "Tennessee" 22 "Peach Bowl" 1 12 31 1982 "Iowa" "University of Iowa"
"L" "12-30-1983" 6 "Florida" 14 "Gator Bowl" 1 12 30 1983 "Iowa" "University of Iowa"
"W" "12-26-1984" 55 "Texas" 17 "Freedom Bowl" 1 12 26 1984 "Iowa" "University of Iowa"
"L" "01-01-1986" 28 "UCLA" 45 "Rose Bowl" 1 1 1 1986 "Iowa" "University of Iowa"
"W" "12-30-1986" 39 "San Diego St. (CA)" 38 "Jack Murphy Stadium - Holiday Bowl (1)" 1 12 30 1986 "Iowa" "University of Iowa"
"W" "12-30-1987" 20 "Wyoming" 19 "Holiday Bowl (1)" 1 12 30 1987 "Iowa" "University of Iowa"
"L" "12-31-1988" 23 "North Carolina St." 28 "Peach Bowl" 1 12 31 1988 "Iowa" "University of Iowa"
"L" "01-01-1991" 34 "Washington" 46 "Rose Bowl" 1 1 1 1991 "Iowa" "University of Iowa"
"T" "12-30-1991" 13 "Brigham Young (UT)" 13 "Holiday Bowl (1)" 1 12 30 1991 "Iowa" "University of Iowa"
"L" "12-31-1993" 3 "California" 37 "Alamo Bowl" 1 12 31 1993 "Iowa" "University of Iowa"
"W" "12-29-1995" 38 "Washington" 18 "Sun Bowl" 1 12 29 1995 "Iowa" "University of Iowa"
"W" "12-29-1996" 27 "Texas Tech" 0 "Alamo Bowl" 1 12 29 1996 "Iowa" "University of Iowa"
"L" "12-31-1997" 7 "Arizona St." 17 "Sun Bowl" 1 12 31 1997 "Iowa" "University of Iowa"
"W" "12-29-2001" 19 "Texas Tech" 16 "Alamo Bowl" 1 12 29 2001 "Iowa" "University of Iowa"
"L" "01-02-2003" 17 "Southern California" 38 "Orange Bowl" 1 1 2 2003 "Iowa" "University of Iowa"
"W" "01-01-2004" 37 "Florida" 17 "Outback Bowl" 1 1 1 2004 "Iowa" "University of Iowa"
"W" "01-01-2005" 30 "Louisiana St." 25 "Capital One Bowl" 1 1 1 2005 "Iowa" "University of Iowa"
"L" "01-02-2006" 24 "Florida" 31 "Outback Bowl" 1 1 2 2006 "Iowa" "University of Iowa"
"L" "12-30-2006" 24 "Texas" 26 "Alamo Bowl" 1 12 30 2006 "Iowa" "University of Iowa"
"W" "01-01-2009" 31 "South Carolina" 10 "Outback Bowl" 1 1 1 2009 "Iowa" "University of Iowa"
"W" "01-05-2010" 24 "Georgia Tech" 14 "Orange Bowl" 1 1 5 2010 "Iowa" "University of Iowa"
"W" "12-28-2010" 27 "Missouri" 24 "Insight Bowl" 1 12 28 2010 "Iowa" "University of Iowa"
"L" "12-30-2011" 14 "Oklahoma" 31 "Insight Bowl" 1 12 30 2011 "Iowa" "University of Iowa"
"L" "12-18-1971" 15 "Louisiana St." 33 "Sun Bowl" 1 12 18 1971 "Iowa St." "Iowa State University"
"L" "12-18-1972" 30 "Georgia Tech" 31 "Liberty Bowl" 1 12 18 1972 "Iowa St." "Iowa State University"
"L" "12-31-1977" 14 "North Carolina St." 24 "Peach Bowl" 1 12 31 1977 "Iowa St." "Iowa State University"
"L" "12-20-1978" 12 "Texas A&M" 28 "Hall of Fame Classic" 1 12 20 1978 "Iowa St." "Iowa State University"
"W" "12-28-2000" 37 "Pittsburgh (PA)" 29 "Insight.com Bowl" 1 12 28 2000 "Iowa St." "Iowa State University"
"L" "12-27-2001" 13 "Alabama" 14 "Independence Bowl" 1 12 27 2001 "Iowa St." "Iowa State University"
"L" "12-31-2002" 16 "Boise St. (ID)" 34 "Humanitarian Bowl" 1 12 31 2002 "Iowa St." "Iowa State University"
"W" "12-28-2004" 17 "Miami (OH)" 13 "Independence Bowl" 1 12 28 2004 "Iowa St." "Iowa State University"
"L" "12-31-2005" 24 "Texas Christian" 27 "Houston Bowl" 1 12 31 2005 "Iowa St." "Iowa State University"
"W" "12-31-2009" 14 "Minnesota" 13 "Insight Bowl" 1 12 31 2009 "Iowa St." "Iowa State University"
"L" "12-30-2011" 13 "Rutgers (NJ)" 27 "Pinstripe Bowl" 1 12 30 2011 "Iowa St." "Iowa State University"
"L" "01-01-1948" 14 "Georgia Tech" 20 "Orange Bowl" 1 1 1 1948 "Kansas" "University of Kansas"
"W" "12-16-1961" 33 "Rice (TX)" 7 "Bluebonnet Bowl" 1 12 16 1961 "Kansas" "University of Kansas"
"L" "01-01-1969" 14 "Penn St." 15 "Orange Bowl" 1 1 1 1969 "Kansas" "University of Kansas"
"L" "12-17-1973" 18 "North Carolina St." 31 "Liberty Bowl" 1 12 17 1973 "Kansas" "University of Kansas"
"L" "12-26-1975" 19 "Pittsburgh (PA)" 33 "Sun Bowl" 1 12 26 1975 "Kansas" "University of Kansas"
"L" "12-31-1981" 0 "Mississippi St." 10 "Hall of Fame Classic" 1 12 31 1981 "Kansas" "University of Kansas"
"W" "12-25-1992" 23 "Brigham Young (UT)" 20 "Aloha Bowl" 1 12 25 1992 "Kansas" "University of Kansas"
"W" "12-25-1995" 51 "UCLA" 30 "Aloha Bowl" 1 12 25 1995 "Kansas" "University of Kansas"
"L" "12-22-2003" 26 "North Carolina St." 56 "Tangerine Bowl" 1 12 22 2003 "Kansas" "University of Kansas"
"W" "12-23-2005" 42 "Houston (TX)" 13 "Fort Worth Bowl" 1 12 23 2005 "Kansas" "University of Kansas"
"W" "01-03-2008" 24 "Virginia Tech" 21 "Orange Bowl" 1 1 3 2008 "Kansas" "University of Kansas"
"W" "12-31-2008" 42 "Minnesota" 21 "Insight Bowl" 1 12 31 2008 "Kansas" "University of Kansas"
"L" "12-11-1982" 3 "Wisconsin" 14 "Independence Bowl" 0 12 11 1982 "Kansas St." "Kansas State University"
"W" "12-29-1993" 52 "Wyoming" 17 "Copper Bowl" 0 12 29 1993 "Kansas St." "Kansas State University"
"L" "12-25-1994" 7 "Boston College (MA)" 12 "Aloha Bowl" 0 12 25 1994 "Kansas St." "Kansas State University"
"W" "12-29-1995" 54 "Colorado St." 21 "Holiday Bowl (1)" 0 12 29 1995 "Kansas St." "Kansas State University"
"L" "01-01-1997" 15 "Brigham Young (UT)" 19 "Cotton Bowl" 0 1 1 1997 "Kansas St." "Kansas State University"
"W" "12-31-1997" 35 "Syracuse (NY)" 18 "Fiesta Bowl" 0 12 31 1997 "Kansas St." "Kansas State University"
"L" "12-29-1998" 34 "Purdue (IN)" 37 "Alamo Bowl" 0 12 29 1998 "Kansas St." "Kansas State University"
"W" "12-29-1999" 24 "Washington" 20 "Holiday Bowl (1)" 0 12 29 1999 "Kansas St." "Kansas State University"
"W" "01-01-2001" 35 "Tennessee" 21 "Cotton Bowl" 0 1 1 2001 "Kansas St." "Kansas State University"
"L" "12-29-2001" 3 "Syracuse (NY)" 26 "Insight.com Bowl" 0 12 29 2001 "Kansas St." "Kansas State University"
"W" "12-27-2002" 34 "Arizona St." 27 "Holiday Bowl (1)" 0 12 27 2002 "Kansas St." "Kansas State University"
"L" "01-02-2004" 28 "Ohio St." 35 "Fiesta Bowl" 0 1 2 2004 "Kansas St." "Kansas State University"
"L" "12-28-2006" 10 "Rutgers (NJ)" 37 "Texas Bowl" 0 12 28 2006 "Kansas St." "Kansas State University"
"L" "12-30-2010" 34 "Syracuse (NY)" 36 "Pinstripe Bowl" 0 12 30 2010 "Kansas St." "Kansas State University"
"L" "01-06-2012" 16 "Arkansas" 29 "Cotton Bowl" 0 1 6 2012 "Kansas St." "Kansas State University"
"L" "12-06-1992" 24 "Nebraska" 38 "Coco-Cola Classic" 1 12 6 1992 "Kansas St." "Kansas State University"
"L" "12-29-1972" 18 "Tampa (FL)" 21 "Tangerine Bowl" 0 12 29 1972 "Kent St. (OH)" "Kent State University"
"L" "12-05-1954" 7 "Delaware" 19 "Refrigerator Bowl" 1 12 5 1954 "Kent St. (OH)" "Kent State University"
"W" "12-06-1947" 24 "Villanova (PA)" 14 "Great Lakes Bowl" 1 12 6 1947 "Kentucky" "University of Kentucky"
"L" "01-02-1950" 13 "Santa Clara (CA)" 21 "Orange Bowl" 1 1 2 1950 "Kentucky" "University of Kentucky"
"W" "01-01-1951" 13 "Oklahoma" 7 "Sugar Bowl" 1 1 1 1951 "Kentucky" "University of Kentucky"
"W" "01-01-1952" 20 "Texas Christian" 7 "Cotton Bowl" 1 1 1 1952 "Kentucky" "University of Kentucky"
"W" "12-31-1976" 21 "North Carolina" 0 "Peach Bowl" 1 12 31 1976 "Kentucky" "University of Kentucky"
"L" "12-22-1983" 16 "West Virginia" 20 "Hall of Fame Classic" 1 12 22 1983 "Kentucky" "University of Kentucky"
"W" "12-29-1984" 20 "Wisconsin" 19 "Hall of Fame Classic" 1 12 29 1984 "Kentucky" "University of Kentucky"
"L" "12-31-1993" 13 "Clemson (SC)" 14 "Peach Bowl" 1 12 31 1993 "Kentucky" "University of Kentucky"
"L" "01-01-1999" 14 "Penn St." 26 "Outback Bowl - Penn St. Vacated Game" 1 1 1 1999 "Kentucky" "University of Kentucky"
"L" "12-29-1999" 13 "Syracuse (NY)" 20 "Music City Bowl" 1 12 29 1999 "Kentucky" "University of Kentucky"
"W" "12-29-2006" 28 "Clemson (SC)" 20 "Music City Bowl" 1 12 29 2006 "Kentucky" "University of Kentucky"
"W" "12-31-2007" 35 "Florida St." 28 "Music City Bowl" 1 12 31 2007 "Kentucky" "University of Kentucky"
"W" "01-02-2009" 25 "East Carolina (NC)" 19 "Liberty Bowl" 1 1 2 2009 "Kentucky" "University of Kentucky"
"L" "12-27-2009" 13 "Clemson (SC)" 21 "Music City Bowl" 1 12 27 2009 "Kentucky" "University of Kentucky"
"L" "01-08-2011" 10 "Pittsburgh (PA)" 27 "BBVA Compass Bowl" 1 1 8 2011 "Kentucky" "University of Kentucky"
"L" "01-01-1936" 2 "Texas Christian" 3 "Sugar Bowl" 1 1 1 1936 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1937" 14 "Santa Clara (CA)" 21 "Sugar Bowl" 1 1 1 1937 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1938" 0 "Santa Clara (CA)" 6 "Sugar Bowl" 1 1 1 1938 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1944" 19 "Texas A&M" 14 "Orange Bowl" 1 1 1 1944 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"T" "01-01-1947" 0 "Arkansas" 0 "Cotton Bowl" 1 1 1 1947 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-02-1950" 0 "Oklahoma" 35 "Sugar Bowl" 1 1 2 1950 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1959" 7 "Clemson (SC)" 0 "Sugar Bowl" 1 1 1 1959 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1960" 0 "Mississippi" 21 "Sugar Bowl" 1 1 1 1960 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1962" 25 "Colorado" 7 "Orange Bowl" 1 1 1 1962 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1963" 13 "Texas" 0 "Cotton Bowl" 1 1 1 1963 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "12-21-1963" 7 "Baylor (TX)" 14 "Bluebonnet Bowl" 1 12 21 1963 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1965" 13 "Syracuse (NY)" 10 "Sugar Bowl" 1 1 1 1965 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1966" 14 "Arkansas" 7 "Cotton Bowl" 1 1 1 1966 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "01-01-1968" 20 "Wyoming" 13 "Sugar Bowl" 1 1 1 1968 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "12-30-1968" 31 "Florida St." 27 "Peach Bowl" 1 12 30 1968 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1971" 12 "Nebraska" 17 "Orange Bowl" 1 1 1 1971 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "12-18-1971" 33 "Iowa St." 15 "Sun Bowl" 1 12 18 1971 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "12-30-1972" 17 "Tennessee" 24 "Bluebonnet Bowl" 1 12 30 1972 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1974" 9 "Penn St." 16 "Orange Bowl" 1 1 1 1974 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "12-31-1977" 14 "Stanford (CA)" 24 "Sun Bowl" 1 12 31 1977 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "12-23-1978" 15 "Missouri" 20 "Liberty Bowl" 1 12 23 1978 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "12-22-1979" 34 "Wake Forest (NC)" 10 "Tangerine Bowl" 1 12 22 1979 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1983" 20 "Nebraska" 21 "Orange Bowl" 1 1 1 1983 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1985" 10 "Nebraska" 28 "Sugar Bowl" 1 1 1 1985 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "12-27-1985" 7 "Baylor (TX)" 21 "Liberty Bowl" 1 12 27 1985 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-01-1987" 15 "Nebraska" 30 "Sugar Bowl" 1 1 1 1987 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"W" "12-31-1987" 30 "South Carolina" 13 "Gator Bowl" 1 12 31 1987 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
"L" "01-02-1989" 10 "Syracuse (NY)" 23 "Hall of Fame Bowl" 1 1 2 1989 "Louisiana St." "Louisiana State University and Agricultural and Mechanical College"
