"Period","Rank","TotalPoints","WinPctPoints","SchedulePoints","NatChampPoints","Big4BowlPoints","Team","offName"
"2001-2010","5","924.58","410.85","408.72","50.00","55.00","Texas","The University of Texas at Austin"
"1869-1900","78","517.57","430.00","87.57","0.00","0.00","Texas","The University of Texas at Austin"
"1869-1910","56","645.35","530.00","115.35","0.00","0.00","Texas","The University of Texas at Austin"
"1869-1920","68","656.91","522.00","134.91","0.00","0.00","Texas","The University of Texas at Austin"
"1869-1930","60","747.40","568.40","179.00","0.00","0.00","Texas","The University of Texas at Austin"
"1869-1940","48","838.38","525.00","313.38","0.00","0.00","Texas","The University of Texas at Austin"
"1869-1950","12","1111.00","537.16","493.84","0.00","80.00","Texas","The University of Texas at Austin"
"1869-1960","14","1241.99","558.84","568.15","0.00","115.00","Texas","The University of Texas at Austin"
"1869-1970","3","1633.63","646.64","656.99","150.00","180.00","Texas","The University of Texas at Austin"
"1869-1980","6","1720.65","648.94","716.71","150.00","205.00","Texas","The University of Texas at Austin"
"1869-1990","6","1880.17","713.40","776.78","150.00","240.00","Texas","The University of Texas at Austin"
"1869-2000","8","1925.56","702.68","812.88","150.00","260.00","Texas","The University of Texas at Austin"
"1869-2010","7","2077.17","715.35","856.83","200.00","305.00","Texas","The University of Texas at Austin"
"last5","12","793.80","330.77","453.03","0.00","10.00","Texas","The University of Texas at Austin"
"last10","7","927.66","383.72","438.94","50.00","55.00","Texas","The University of Texas at Austin"
"last15","8","1016.47","460.82","450.64","50.00","55.00","Texas","The University of Texas at Austin"
"last20","9","1128.54","517.45","486.09","50.00","75.00","Texas","The University of Texas at Austin"
"last25","12","1159.52","530.55","493.97","50.00","85.00","Texas","The University of Texas at Austin"
"last35","16","1215.17","520.98","534.19","50.00","110.00","Texas","The University of Texas at Austin"
"last50","11","1654.38","644.80","649.58","150.00","210.00","Texas","The University of Texas at Austin"
"last75","6","2032.01","718.71","798.30","200.00","315.00","Texas","The University of Texas at Austin"
"last100","6","2095.31","707.56","872.74","200.00","315.00","Texas","The University of Texas at Austin"
"All-Time","20","1613.08","601.99","821.09","65.00","125.00","Texas A&M","Texas A&M University"
"1869-1900","243","223.96","150.00","73.96","0.00","0.00","Texas A&M","Texas A&M University"
"1901-1925","46","772.95","567.86","190.09","15.00","0.00","Texas A&M","Texas A&M University"
"1926-1950","18","1022.80","419.82","502.98","50.00","50.00","Texas A&M","Texas A&M University"
"1951-1975","32","959.21","330.12","614.09","0.00","15.00","Texas A&M","Texas A&M University"
"1976-2000","21","1025.04","515.47","449.57","0.00","60.00","Texas A&M","Texas A&M University"
"1891-1900","224","239.46","150.00","89.46","0.00","0.00","Texas A&M","Texas A&M University"
"1901-1910","89","464.99","365.63","99.36","0.00","0.00","Texas A&M","Texas A&M University"
"1911-1920","80","510.97","404.76","91.21","15.00","0.00","Texas A&M","Texas A&M University"
"1921-1930","79","514.10","320.65","193.45","0.00","0.00","Texas A&M","Texas A&M University"
"1931-1940","8","855.56","311.27","464.29","50.00","30.00","Texas A&M","Texas A&M University"
"1941-1950","20","781.84","245.15","516.70","0.00","20.00","Texas A&M","Texas A&M University"
"1951-1960","32","762.20","245.05","517.15","0.00","0.00","Texas A&M","Texas A&M University"
"1961-1970","35","736.00","164.22","556.78","0.00","15.00","Texas A&M","Texas A&M University"
"1971-1980","18","810.44","293.86","516.58","0.00","0.00","Texas A&M","Texas A&M University"
"1981-1990","29","749.83","326.27","383.56","0.00","40.00","Texas A&M","Texas A&M University"
"1991-2000","25","768.83","376.02","372.82","0.00","20.00","Texas A&M","Texas A&M University"
"2001-2010","36","702.01","264.23","437.78","0.00","0.00","Texas A&M","Texas A&M University"
"1869-1900","243","223.96","150.00","73.96","0.00","0.00","Texas A&M","Texas A&M University"
"1869-1910","122","474.51","367.50","107.01","0.00","0.00","Texas A&M","Texas A&M University"
"1869-1920","107","546.76","424.50","107.26","15.00","0.00","Texas A&M","Texas A&M University"
"1869-1930","76","697.36","535.14","147.22","15.00","0.00","Texas A&M","Texas A&M University"
"1869-1940","39","888.90","516.97","276.93","65.00","30.00","Texas A&M","Texas A&M University"
"1869-1950","17","1062.86","485.34","462.52","65.00","50.00","Texas A&M","Texas A&M University"
"1869-1960","24","1118.89","496.08","507.81","65.00","50.00","Texas A&M","Texas A&M University"
"1869-1970","21","1264.99","519.23","615.76","65.00","65.00","Texas A&M","Texas A&M University"
"1869-1980","21","1323.25","520.61","672.64","65.00","65.00","Texas A&M","Texas A&M University"
"1869-1990","19","1483.79","587.95","725.84","65.00","105.00","Texas A&M","Texas A&M University"
"1869-2000","18","1550.54","607.28","753.26","65.00","125.00","Texas A&M","Texas A&M University"
"1869-2010","19","1589.43","598.97","800.46","65.00","125.00","Texas A&M","Texas A&M University"
"last5","16","765.45","323.08","442.37","0.00","0.00","Texas A&M","Texas A&M University"
"last10","30","734.35","293.65","440.69","0.00","0.00","Texas A&M","Texas A&M University"
"last15","32","800.29","345.16","455.13","0.00","0.00","Texas A&M","Texas A&M University"
"last20","26","922.60","430.44","482.16","0.00","10.00","Texas A&M","Texas A&M University"
"last25","26","993.08","488.71","484.37","0.00","20.00","Texas A&M","Texas A&M University"
"last35","26","1053.41","479.12","514.29","0.00","60.00","Texas A&M","Texas A&M University"
"last50","23","1246.47","537.86","633.61","0.00","75.00","Texas A&M","Texas A&M University"
"last75","22","1522.96","571.09","776.87","50.00","125.00","Texas A&M","Texas A&M University"
"last100","20","1607.77","589.68","828.09","65.00","125.00","Texas A&M","Texas A&M University"
"All-Time","32","1451.57","530.28","721.30","65.00","135.00","Texas Christian","Texas Christian University"
"1869-1900","347","136.22","65.00","71.22","0.00","0.00","Texas Christian","Texas Christian University"
"1901-1925","201","526.01","389.49","136.51","0.00","0.00","Texas Christian","Texas Christian University"
"1926-1950","9","1108.57","488.64","489.93","65.00","65.00","Texas Christian","Texas Christian University"
"1951-1975","23","992.43","344.94","602.49","0.00","45.00","Texas Christian","Texas Christian University"
"1976-2000","87","681.41","278.57","402.84","0.00","0.00","Texas Christian","Texas Christian University"
"1891-1900","324","149.78","65.00","84.78","0.00","0.00","Texas Christian","Texas Christian University"
"1901-1910","285","288.65","197.92","90.73","0.00","0.00","Texas Christian","Texas Christian University"
"1911-1920","191","374.77","303.98","70.79","0.00","0.00","Texas Christian","Texas Christian University"
"1921-1930","81","503.39","332.47","170.92","0.00","0.00","Texas Christian","Texas Christian University"
"1931-1940","3","929.47","356.19","463.27","65.00","45.00","Texas Christian","Texas Christian University"
"1941-1950","16","795.57","259.90","515.67","0.00","20.00","Texas Christian","Texas Christian University"
"1951-1960","18","846.66","295.24","506.43","0.00","45.00","Texas Christian","Texas Christian University"
"1961-1970","29","748.24","205.88","542.36","0.00","0.00","Texas Christian","Texas Christian University"
"1971-1980","54","636.14","109.09","527.05","0.00","0.00","Texas Christian","Texas Christian University"
"1981-1990","70","558.31","180.18","378.13","0.00","0.00","Texas Christian","Texas Christian University"
"1991-2000","84","507.38","247.81","259.57","0.00","0.00","Texas Christian","Texas Christian University"
"2001-2010","53","627.81","392.00","210.81","0.00","25.00","Texas Christian","Texas Christian University"
"1869-1900","347","136.22","65.00","71.22","0.00","0.00","Texas Christian","Texas Christian University"
"1869-1910","287","258.35","175.00","83.35","0.00","0.00","Texas Christian","Texas Christian University"
"1869-1920","214","353.76","265.50","88.26","0.00","0.00","Texas Christian","Texas Christian University"
"1869-1930","156","536.25","425.00","111.25","0.00","0.00","Texas Christian","Texas Christian University"
"1869-1940","57","793.04","457.25","225.79","65.00","45.00","Texas Christian","Texas Christian University"
"1869-1950","31","981.14","443.18","407.96","65.00","65.00","Texas Christian","Texas Christian University"
"1869-1960","27","1107.29","472.67","459.62","65.00","110.00","Texas Christian","Texas Christian University"
"1869-1970","24","1246.70","507.96","563.74","65.00","110.00","Texas Christian","Texas Christian University"
"1869-1980","27","1264.18","465.17","624.02","65.00","110.00","Texas Christian","Texas Christian University"
"1869-1990","30","1354.56","497.81","681.75","65.00","110.00","Texas Christian","Texas Christian University"
"1869-2000","35","1370.71","497.56","698.15","65.00","110.00","Texas Christian","Texas Christian University"
"1869-2010","32","1435.62","528.67","706.94","65.00","135.00","Texas Christian","Texas Christian University"
"last5","31","692.42","367.19","300.23","0.00","25.00","Texas Christian","Texas Christian University"
"last10","49","651.35","369.05","257.30","0.00","25.00","Texas Christian","Texas Christian University"
"last15","54","700.65","442.78","232.87","0.00","25.00","Texas Christian","Texas Christian University"
"last20","55","751.52","467.62","258.90","0.00","25.00","Texas Christian","Texas Christian University"
"last25","59","788.90","465.30","298.60","0.00","25.00","Texas Christian","Texas Christian University"
"last35","63","807.35","402.44","379.91","0.00","25.00","Texas Christian","Texas Christian University"
"last50","61","981.76","423.16","533.60","0.00","25.00","Texas Christian","Texas Christian University"
"last75","36","1277.07","487.89","699.17","0.00","90.00","Texas Christian","Texas Christian University"
"last100","27","1484.70","536.57","748.12","65.00","135.00","Texas Christian","Texas Christian University"
"All-Time","217","708.66","542.28","136.38","30.00","0.00","Texas St.","Texas State University"
"1901-1925","423","349.61","285.00","64.61","0.00","0.00","Texas St.","Texas State University"
"1926-1950","232","477.27","380.63","96.64","0.00","0.00","Texas St.","Texas State University"
"1951-1975","127","571.46","470.65","100.82","0.00","0.00","Texas St.","Texas State University"
"1976-2000","230","510.13","396.66","83.47","30.00","0.00","Texas St.","Texas State University"
"1901-1910","537","100.40","50.00","50.40","0.00","0.00","Texas St.","Texas State University"
"1911-1920","474","185.31","125.00","60.31","0.00","0.00","Texas St.","Texas State University"
"1921-1930","288","351.96","282.74","69.22","0.00","0.00","Texas St.","Texas State University"
"1931-1940","423","299.41","208.33","91.08","0.00","0.00","Texas St.","Texas State University"
"1941-1950","255","362.26","293.65","68.61","0.00","0.00","Texas St.","Texas State University"
"1951-1960","283","342.03","276.04","65.99","0.00","0.00","Texas St.","Texas State University"
"1961-1970","136","416.55","344.06","72.49","0.00","0.00","Texas St.","Texas State University"
"1971-1980","165","401.00","314.36","86.64","0.00","0.00","Texas St.","Texas State University"
"1981-1990","178","398.12","297.41","70.70","30.00","0.00","Texas St.","Texas State University"
"1991-2000","444","282.14","211.36","70.78","0.00","0.00","Texas St.","Texas State University"
"2001-2010","383","321.28","241.38","79.90","0.00","0.00","Texas St.","Texas State University"
"1869-1930","459","255.64","195.00","60.64","0.00","0.00","Texas St.","Texas State University"
"1869-1940","408","375.24","306.00","69.24","0.00","0.00","Texas St.","Texas State University"
